1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,target
6.4575396,3.471049,0.07260671,0.0,0.0,0.0,5.1729836,4.374878,4.770645,2.4211037,0.0,1.1544815,3.9669323,0.0,0.0,0.0,0.0,4.1733460000000004,0.0,3.5869586,0.67841285,6.1557994,0.0,0.0,0.0,0.0,0.3377837,0.0,2.5985775,0.060898483,3.3997395,3.205232,2.9786806,2.2038403,1.4548723,2.5977702,3.771425,0.0,0.0,0.8409011,0.16392511,0.45716926,1.4093035,0.0,0.46218076,0.0,3.4975405,0.0,2.7694309,0.27088636,0
6.5652137,3.105977,0.20792606,0.0,0.054388404,0.0,3.6845562,3.488355,4.898799,3.9088027,0.0,3.2010403,2.520916,0.0,0.0,0.0,0.0,3.7521229,0.1532286,2.9128482,0.3971505,7.1136813,0.0,0.0,0.0,1.3019458,1.2369084,0.0,4.500449,0.47327095,0.37001577,5.3927774,2.0925398,0.4585159,1.2834551,2.686316,3.9773178,0.0,0.0,2.4287202,1.9151361,0.4519706,2.3866727,1.5071529,3.2940135,0.0,1.5430242,0.63736385,0.52498096,0.1541027,0
7.451955,4.0226135,0.5745773,0.0,0.0,0.0,5.0206327,4.5370765,5.165124,2.9510784,0.0,1.7218397,4.0741396,0.0,0.0,0.0,0.0,3.8055136,0.0,4.2597766,0.4431469,7.4594316,0.0,0.0,0.0,0.0,0.448574,0.0,3.090368,0.0,2.5877657,3.6110134,3.53276,1.5181736,1.4524881,2.265645,4.3083854,0.0,0.0,1.2761668,0.59609514,1.4587181,0.5886595,0.0,1.5969455,0.0,3.6452248,0.0,3.1165283,0.0,0
4.1930027,1.8548883,1.7916504,0.0,3.640517,0.0,3.3828442,0.28701723,5.6678653,3.4668877,2.8999228,0.6847208,6.82112,2.3051703,0.16608703,0.0,1.3772125,1.9235702,3.044389,1.5642118,4.3329926,4.313535,0.0,0.3345916,0.0,3.1576452,1.0717139,0.9753331,0.63813907,0.7159402,1.1969639,6.879152,1.5366122,2.6862464,1.3875598,3.1791642,0.46680713,0.0,0.0,6.6667323,4.9787035,0.0,0.0,0.0,5.7002764,0.0,1.7023511,0.0,1.0169415,0.0,0
6.789184,3.9512465,0.0,0.0,0.3825095,0.0,5.8593655,4.598268,4.766811,2.7690244,0.0,0.9631186,4.881574,0.0,0.0,0.0,0.0,4.2189326,0.0,4.1135764,1.3387451,6.538442,0.0,0.0,0.0,0.0,0.438029,0.0,2.5261095,0.13660893,3.8963227,3.3446612,3.3691905,2.5868433,1.409465,2.6406715,3.8745303,0.0,0.0,1.3614054,0.6929334,1.0549464,0.58566034,0.0,1.2436402,0.0,3.640772,0.0,3.4604375,0.0,0
3.7665675,1.770727,1.4693909,0.0,1.0517795,0.0,2.981857,1.9914725,5.18405,2.3336632,0.0,0.91982275,3.1834967,1.6071311,0.0,0.0,0.5379969,2.2760525,1.0022787,2.553874,1.2672046,3.5136323,0.0,0.0,0.0,1.1608493,0.52407736,0.0,2.5124187,0.0,0.5350176,3.5729578,0.8345191,1.7178571,0.80339044,0.9145072,1.4189589,0.0,0.0,3.8373463,1.6582167,0.0,0.2984501,0.53404474,3.2930808,0.0,1.7578177,0.14586651,1.6730274,0.0,0
8.050492,6.8346453,0.9867628,0.0,0.508932,0.0,6.961646,5.346257,5.9703617,5.3004932,0.0,2.1870267,6.561256,0.15590978,0.51373,0.0,0.0,2.7323465,0.17299052,6.4961514,2.8164258,10.103102,0.0,0.0,0.45924833,0.0,0.42375016,0.0,5.571489,0.0,2.1880472,3.8854194,5.1865997,2.6374931,2.2548647,3.0084343,4.5741415,0.0,0.0,4.6374283,3.2381608,1.717344,0.0,0.35758132,5.066894,0.0,4.194578,0.0,5.2752867,0.0,0
5.137416,3.4087355,1.6195679,0.0,1.4578576,0.0,3.2809505,1.6643271,4.018962,4.996351,1.6211756,1.7517495,5.1697044,1.3464211,0.80177295,0.0,0.0,1.2379884,1.711436,2.5514903,3.5071645,5.205958,0.0,0.0,0.03283861,1.2558365,0.3889463,0.033345263,2.1178544,0.108436465,1.3576025,3.869673,2.299141,1.3146691,1.6096992,2.1171417,2.1938176,0.0,0.0,4.7836275,3.2041464,0.3844132,0.0,0.0013626734,4.585603,0.0,1.652757,0.0,0.858949,0.0,0
4.5368485,2.661376,0.32891127,0.0,0.52635896,0.0,3.5253174,2.5905929,3.3436298,2.3798218,0.0,0.8548065,3.600897,0.2524077,0.0,0.0,0.0,2.34458,0.18541022,2.5265856,1.2903776,4.3913493,0.0,0.0,0.0,0.04544462,0.21321675,0.0,1.6587139,0.0725704,2.3277183,2.8300862,2.127598,1.45046,1.0578487,1.8283769,2.276086,0.0,0.0,1.5183539,0.80330956,0.6158107,0.45090213,0.0,1.1193421,0.0,2.2588956,0.1390064,1.9417738,0.0,0
5.393612,4.433653,0.13903108,0.0,0.0,0.0,4.190195,3.2128367,3.7664647,2.7607272,0.0,1.680697,3.3804276,0.0,0.0,0.0,0.0,2.5763984,0.0,4.147851,1.0597588,5.950296,0.0,0.0,0.0,0.0,0.39804047,0.0,3.4398568,0.0,1.9848974,2.5770497,3.474871,1.2497786,1.0407475,1.40514,3.61291,0.0,0.0,1.9273187,1.1249467,1.5193812,0.32166398,0.27192453,2.0597322,0.0,2.680775,0.0,3.1571672,0.0,0
5.7566514,5.1433916,1.4921554,0.0,0.019474104,0.0,3.6186059,2.5183663,4.287081,6.1356025,1.0785124,3.4430428,4.67558,0.14319049,1.95198,0.0,0.0,1.902792,1.1964583,4.014231,3.9404213,6.9099927,1.0338261,0.0,0.0,0.7762907,0.0,0.0,1.9504092,0.0,1.144629,4.4019923,4.2068133,0.04142824,1.8426138,1.5511017,3.3848705,0.0,0.0,6.327276,3.9009562,2.3920193,0.0,0.20202051,5.017717,0.0,2.169903,0.6722228,0.6757695,0.0,0
5.0800133,3.281195,0.521419,0.0,0.8684639,0.0,3.7569659,2.5582616,4.1507864,2.7706368,0.07846678,1.1371781,4.077743,0.6887104,0.0,0.0,0.0,2.1747448,0.51813513,2.8677554,1.7334317,4.9167743,0.0,0.0,0.0,0.35957882,0.3517442,0.0,1.9158204,0.06827162,2.1118953,3.5674922,2.3386571,1.2828149,0.99599326,1.8534857,2.341947,0.0,0.0,2.4536283,1.7064756,0.819652,0.0,0.0,2.060242,0.0,2.5762057,0.2374379,2.4372206,0.0,0
4.7103667,2.7861223,0.10173115,0.0,0.3799068,0.0,4.075618,3.2155945,3.5774875,1.8748744,0.0,0.8025493,3.2984195,0.0,0.0,0.0,0.0,2.8582897,0.0,2.882964,0.8138171,4.724733,0.0,0.0,0.0,0.0,0.35812253,0.0,1.7919148,0.15514174,2.61656,2.4827929,2.386025,1.9530958,1.0990674,2.0715182,2.6101,0.0,0.0,0.96415496,0.41081834,0.5284892,0.82942176,0.0,0.6667715,0.0,2.6291344,0.076303095,2.2686663,0.91457164,0
8.266476,5.1090136,0.0,0.0,0.8112153,0.0,7.131381,5.5486975,7.1536927,2.625831,0.0,0.8995984,5.8606925,0.24235547,0.0,0.0,0.0,4.8581247,0.0,5.748544,0.7736755,7.955469,0.0,0.0,0.0,0.0,0.6823857,0.0,5.1819468,0.0,3.6484442,3.2612286,3.768302,3.455413,2.1446297,2.8084447,5.1512003,0.0,0.0,2.1745198,0.9056945,0.14469413,1.7485214,0.0,2.2264423,0.0,4.3930564,0.0,4.8252573,0.0,0
5.6372247,2.8262572,1.3162122,0.0,1.3710114,0.0,4.4837437,3.2264454,6.155521,2.8320856,0.0,1.5509351,4.265073,1.4474803,0.0,0.0,0.05770434,2.4145436,0.5377976,4.200283,0.69411355,5.858384,0.0,0.0,0.0,0.40007666,0.41838408,0.0,3.8952522,0.0,0.7800557,4.3044505,2.530579,1.878754,1.3680015,1.5608436,3.1208615,0.0,0.0,3.745945,1.6787552,0.0,0.2020654,0.32788783,3.6661744,0.0,2.6557777,0.0,2.7579348,0.0,0
7.594888,3.0003448,4.4532266,0.0,3.6107376,0.0,5.655849,2.3518815,12.279792,7.400118,1.5906436,7.021247,8.803824,3.9472795,0.0,0.0,0.019551648,2.1566563,4.5685334,6.1018343,3.214201,10.113424,0.0,0.0,0.0,3.728133,1.0317619,0.0,5.7298956,0.0,0.0,10.783199,3.855247,1.9063095,2.622906,0.79501134,3.1868927,0.0,0.0,12.019237,5.5649223,0.0,1.7085093,3.6590247,11.837407,0.0,1.9398336,0.0,0.38899884,0.0,0
5.378934,4.1111636,0.10747108,0.0,0.0,0.0,4.0142403,3.1297617,2.9456463,3.0505936,0.0,1.6312121,2.60404,0.052802183,0.043474123,0.0,0.0,2.861984,0.0,3.6743696,1.3692187,6.3389235,0.0,0.0,0.0,0.0,0.23553139,0.0,3.365798,0.0,2.5619597,2.314502,3.5548697,1.2165089,0.6781489,2.1180649,3.4042017,0.0,0.0,1.0775224,0.670953,1.8688632,0.1673277,0.0,1.8528627,0.0,2.7433724,0.0,2.8897586,0.0,0
10.659855,8.460906,0.7101522,0.0,0.0,0.0,7.095364,5.1354976,5.7321463,7.9897385,0.021669395,5.559528,3.7576866,0.41315353,0.8146243,0.0,0.0,2.6728306,0.08276196,7.1716104,3.1492035,12.996337,1.1850258,0.0,0.0,0.4058831,0.0,0.0,6.9232306,0.0,2.541382,4.483448,7.0743475,0.22207817,1.9145113,3.614111,8.031654,0.0,0.0,3.2864497,2.670457,2.3291717,0.0,0.47138125,7.9231157,0.0,5.690944,0.0,3.1129496,0.0,0
7.1070523,5.127285,0.37528673,0.0,0.63164085,0.0,5.698496,3.901759,5.2058425,4.071518,0.0,1.4974344,5.2567143,0.93357724,0.53473973,0.0,0.0,2.963444,0.18678899,4.594691,2.6266968,7.810668,0.0,0.0,0.0,0.12809388,0.5321792,0.0,3.8290915,0.0,2.569136,3.9168258,3.8568823,1.709513,1.4589607,2.3983104,3.633337,0.0,0.0,3.3766487,2.5694866,1.600067,0.0,0.0,3.865418,0.0,3.7421513,0.0,3.948409,0.0,0
4.378937,3.6634939,0.0,0.0,0.0,0.0,2.259712,2.0115843,2.6266127,3.096263,0.0,1.9947592,1.770356,0.20470992,0.3784078,0.0,0.0,1.8781632,0.68021375,2.3980086,1.6272947,4.962708,0.0,0.0,0.0,0.4629851,0.8700397,0.0,3.2942023,0.0,1.3286173,2.5841684,2.9010344,1.1330918,0.12599725,1.6384131,2.4562554,0.0,0.0,1.8712174,1.4987848,1.4858111,0.67146325,0.46053225,2.5164633,0.0,1.7703573,0.0,1.7100302,0.0,0
4.157069,2.0668087,0.35176155,0.0,0.13553686,0.0,3.1323519,2.5489762,3.1941855,1.7526801,0.0,0.8218701,2.706341,0.11695071,0.0,0.0,0.0,2.4907923,0.022069376,2.1903574,0.6825494,3.8839495,0.0,0.0,0.0,0.0,0.090039544,0.020626318,1.2973728,0.114636585,2.1318777,2.478617,1.7757857,1.0792426,0.8049847,1.6934735,2.2601235,0.0,0.0,0.7967666,0.3214903,0.2874457,0.7689461,0.0,0.47802702,0.0,2.2858725,0.0,1.5560383,0.0,0
9.657607,3.4527607,1.3249251,0.0,1.8415751,0.0,6.545259,4.356117,9.244485,5.6805363,1.065736,2.228204,8.124854,0.81978536,0.0,0.0,0.4808383,3.8457434,0.7224464,4.3044496,3.6072996,9.673549,0.0,0.0,0.0,2.6856325,1.6727589,0.0,5.453608,0.0,1.0230062,6.570056,2.644578,2.1608562,3.7562778,3.734783,4.1267233,0.0,0.0,6.369132,3.1302888,0.0,0.0,0.86937135,6.129385,0.0,3.6435635,0.0,3.0186784,0.0,0
3.6507592,2.0875232,0.7937303,0.0,0.815587,0.0,2.9266984,2.2208304,4.0849876,1.900138,0.0,1.1653641,2.85925,0.9340592,0.0,0.0,0.199605,1.9741025,0.47384578,2.3760698,0.93502027,3.8416595,0.0,0.0,0.0,0.5207054,0.25858974,0.0,2.2235389,0.0,1.1860695,3.0133278,1.5816705,1.3042641,0.8026159,1.0273021,1.7840976,0.0,0.0,2.4172165,1.1273285,0.0973306,0.33225504,0.20454867,1.9784777,0.0,1.7910568,0.1796903,2.1955736,0.0,0
4.9105196,4.4252305,1.727151,0.0,1.198078,0.0,1.2065865,0.23293984,5.6627183,9.524838,3.369559,7.1151857,4.400923,0.44843966,3.0098355,0.0,0.0,0.8665916,4.344124,2.2194548,5.1535754,7.26029,0.8831002,0.0,0.0,3.233755,2.4689863,0.5666723,1.4303346,1.9370477,0.0,8.98811,3.4506507,0.0,1.0042102,2.830967,1.8900164,0.0,0.0,9.771712,6.928724,0.0,0.775201,3.2711272,9.142002,0.0,0.0,1.8614477,0.0,0.0,0
4.2393694,2.9340854,0.3556573,0.0,0.94253033,0.0,3.083761,2.1543515,3.744758,1.9582294,0.0,1.4383473,3.1689987,0.7417272,0.0,0.0,0.0,1.7590865,0.4302253,2.672284,1.1203413,4.38611,0.0,0.0,0.0,0.07710603,0.39793646,0.0,1.9416804,0.070987254,1.3496904,3.4266171,2.291438,0.9942133,0.8393101,1.2313346,2.2117121,0.0,0.0,2.4214602,1.4507039,0.7901524,0.25370657,0.048533432,1.8480047,0.0,2.1440823,0.43002602,2.0134413,0.97987145,0
13.75638,11.230908,2.0348976,0.0,0.0,0.0,8.098636,8.743945,9.569117,11.712575,0.0,9.312461,4.2868886,0.0,0.45076755,0.0,0.0,5.397766,0.0,10.633065,0.16388014,19.63981,0.9113114,0.0,0.0,0.0,0.0,0.0,13.069864,0.0,2.825159,6.990653,7.3431892,0.0,3.8549657,4.4029493,12.704935,0.0,0.0,3.0731268,3.6623588,3.5012298,1.4318647,1.527249,10.011958,0.0,6.5472674,0.0,4.41711,0.0,0
11.320613,12.412386,4.9345517,0.0,1.8463737,0.0,4.4833894,2.2605033,11.249291,21.44137,6.5915017,16.001238,7.991564,0.0,3.1235664,0.0,0.0,0.5896511,8.954807,6.0462165,7.698797,18.592834,2.4932277,0.0,0.0,3.6884623,1.8219061,0.0,6.0991597,0.0,0.0,16.682817,11.040607,1.9352759,5.409862,3.7695708,4.970965,0.0,0.0,20.17622,12.313608,3.6976392,0.0,6.4870005,19.562494,0.0,0.35245863,3.008896,0.0,0.0,0
4.7657285,4.6666493,0.93663406,0.0,0.0,0.0,2.4536211,2.1983712,3.274445,4.4181347,0.0,4.2593985,2.3130016,0.6759672,0.111920334,0.0,0.0,1.4140434,0.1712677,2.900962,1.2564845,7.1876245,0.0,0.0,0.0,0.31898078,0.0,0.0,4.412463,0.0,0.1666246,3.2984045,4.0929236,0.6169028,0.6377154,1.3280503,3.4965558,0.0,0.0,3.2504692,1.6475271,1.553089,0.0,0.749445,3.282349,0.0,1.6296715,0.0,2.7861686,0.0,0
3.9546018,1.4156502,1.0937636,0.0,0.98291415,0.0,2.2111876,1.0909852,3.961269,2.63871,0.9204165,1.628231,3.1577873,1.0164154,0.0,0.0,0.15729769,1.2536358,1.6267457,1.4463445,1.352055,3.6428096,0.0,0.0,0.0,1.1813567,0.7279487,0.21430717,1.1112566,0.45420352,0.49481395,3.932568,1.0206002,0.7929414,0.9220431,1.3771026,1.2849871,0.0,0.0,2.6586986,2.2454417,0.16062213,0.22088782,0.388944,2.7982674,0.0,1.1558868,0.0,0.35114166,0.0,0
7.403777,1.2478288,0.5346131,0.0,2.2735415,0.0,4.9062057,3.1376245,7.315397,5.068861,1.3467374,2.0784888,5.6586733,0.0,0.0,0.0,1.3302004,3.693942,2.3362973,2.603235,2.245629,6.987723,0.0,0.0,0.0,2.5959027,3.2363422,0.4032686,2.9193954,0.017412275,1.2852609,7.2835755,2.1511042,2.6731813,2.91852,4.5176425,1.8811488,0.0,0.0,5.325106,2.626294,0.0,2.5306652,1.8724197,4.2088203,0.0,1.9373994,1.5226927,0.27313933,0.0,0
3.0383353,0.9305879,2.2916348,0.0,4.6616874,0.0,2.435333,0.19514441,7.4082804,3.3437839,2.9282274,1.8477665,7.537883,3.273994,0.72207886,0.0,0.0,0.057890084,4.970466,2.1520596,4.4969754,4.6270647,0.0,0.0,0.0,4.383358,2.8103385,0.8547381,2.8659663,0.0,0.0,7.530781,2.0443325,3.2604723,1.4870404,2.074633,0.0,0.0,0.43045864,9.978893,5.6221137,0.0,0.39771235,1.266862,9.2880745,0.0,1.2666075,0.0,0.681953,0.0,0
6.5943007,4.6924505,0.4413773,0.0,1.6000308,0.0,4.9547424,3.4947166,5.246511,3.7265942,0.5267428,1.3566269,5.1662583,1.189654,0.5840744,0.0,0.0,1.1228033,1.2217112,4.130165,2.79441,7.4747825,0.0,0.0,0.0,0.24424915,0.8547716,0.0,4.267841,0.0,0.8714076,3.2687743,2.890905,1.9205865,1.9993197,2.2641404,2.6256127,0.0,0.0,4.5986,3.4995956,0.60607076,0.0,0.42878038,5.1479926,0.0,3.2263834,0.048529983,3.2030876,3.7595406,0
25.491556,8.005604,0.88877743,0.0,6.320253,0.0,18.625692,17.548805,27.184034,13.311587,0.0,6.6932178,20.553514,0.31425327,0.0,0.0,1.9788117,4.0620556,2.0636854,15.190565,1.1604457,30.318628,0.0,0.0,0.0,2.4558587,4.2129035,0.0,21.431028,0.0,0.0,14.7388935,8.15288,10.470272,12.407521,9.691766,10.486666,0.0,0.0,17.354221,7.6945586,0.0,0.113225564,5.7398252,21.788696,0.0,7.845009,0.0,6.852485,0.0,0
5.544828,3.8406503,0.0,0.0,2.624942,0.0,3.214925,2.1254737,5.39048,2.1854672,0.0,2.9365704,3.4404724,1.6504002,0.018849768,0.0,0.0,1.8276865,1.3038614,3.9811163,1.9347142,6.2607265,0.0,0.0,0.0,0.81940454,2.9806657,0.46614203,5.945165,0.0,0.4269125,5.6156907,4.3333917,2.504756,1.090618,1.9403838,2.837496,0.0,0.0,5.1034293,2.0341144,0.0,1.5491245,1.2640891,4.7804055,0.0,3.2228663,0.2709256,2.5150137,3.0755858,0
13.163085,16.92139,0.0,0.0,1.4531953,0.0,6.6301093,5.33406,10.795148,10.530711,0.97267437,16.070753,1.9445909,0.0,2.318487,0.0,0.0,2.6856556,0.0,11.52374,1.1083539,24.279701,5.929544,0.0,0.0,0.0,0.0,0.0,12.480463,0.7635798,0.0,7.3406305,12.016366,0.0,1.9188734,6.678517,17.38849,0.0,0.0,5.0118976,6.4030323,5.054931,0.8635855,3.7456946,14.286894,0.0,10.5923,0.0,7.0033383,2.7280297,0
17.610193,6.769013,0.10530272,0.0,1.872748,0.0,14.134276,10.856268,13.845946,11.265761,0.0,2.5627232,13.832334,0.0,0.0,0.0,0.8455665,7.121411,0.14859886,10.013027,3.9723341,17.457485,0.0,0.0,0.0,1.6485308,3.961516,0.0,13.449906,0.0,5.3535757,8.159519,6.4280124,9.339865,9.137038,7.951963,8.486003,0.0,0.0,8.616923,2.9294448,0.0,2.2449083,1.2503114,9.556979,0.0,6.907091,0.0,4.83635,0.0,0
5.6744604,0.8871119,0.9959771,0.0,3.6835096,0.0,4.0560846,1.7155432,7.7575183,2.078563,1.5708468,1.1205465,6.7067204,2.164065,0.0,0.0,0.87164265,2.5352726,3.3044682,2.5256546,3.013951,5.4846735,0.0,0.03703972,0.0,3.1081567,2.6783671,1.1152917,2.036903,0.0,0.17396215,7.581013,1.798014,3.4800236,2.28948,2.7363214,0.5823856,0.04165082,0.0053925645,6.939022,3.4874945,0.0,0.0,0.085762255,5.7094846,0.0,3.063024,0.0,1.6219022,0.0,0
3.381343,0.7357976,3.3041766,0.0,3.212919,0.0,1.4361806,0.0,4.7162757,5.7755938,4.337922,2.0607467,5.396718,2.3472526,1.0826371,0.0,1.2840496,0.0,5.353217,0.10557981,4.3997884,3.5596242,0.0,0.0,0.0,3.0844817,2.269946,0.51216984,0.0,0.69842356,0.0,6.865171,0.88156897,1.0236886,1.0363618,2.3702888,0.0,0.0,0.0,7.385176,5.5530725,0.0,0.0,1.4988242,7.3102655,0.0,0.0,0.08093405,0.0,0.0,0
7.5469837,6.991976,1.709524,0.0,0.009685992,0.0,5.9736743,4.2882767,4.2303514,6.877821,0.18091394,3.1314175,3.8476207,0.0,0.44791406,0.0,0.0,2.724639,0.0,6.249307,3.0572605,10.341552,0.277315,0.0,0.0,0.0,0.0,0.0,5.226033,0.0,2.6918876,2.8551369,5.2804337,1.8293161,1.372598,4.475135,5.2862177,0.0,0.0,3.6837897,2.2333367,2.262528,0.0,0.19509386,4.5085106,0.0,4.1289845,0.0,3.6230733,0.0,0
6.3319707,4.150298,0.3674625,0.0,0.16481672,0.0,5.485095,4.103777,4.6222477,3.2020583,0.0,1.0888554,4.742271,0.17718232,0.0,0.0,0.0,3.5529647,0.0,4.0547643,1.5243143,6.3406525,0.0,0.0,0.0,0.0,0.14860344,0.0,2.7973464,0.0,3.217833,3.4351761,3.206492,1.9959688,1.3359144,2.3690631,3.43394,0.0,0.0,1.7703753,1.0178074,1.0233854,0.12827659,0.0,1.7941542,0.0,3.2680137,0.15927073,3.401613,0.0,0
